1,35,1,5000,10,4,4,0
1,35,1,2949,9,20,10,0
1,39,1,394,25,1,3,0
2,46,1,2533,18,0,19,0
2,41,1,2196,8,8,5,0
2,12,1,1320,11,7,30,0
1,35,1,17000,31,3,16,0
1,38,1,2955,9,0,16,0
1,36,1,10334,22,0,21,0
2,50,1,5968,92,0,10,0
1,43,1,3672,23,0,3,0
1,11,1,9015,4,20,12,0
1,39,1,13491,8,0,48,1
1,46,1,3000,45,0,2,0
1,44,1,4000,7,2,3,0
1,10,1,6715,9,5,33,0
1,44,1,6000,32,0,5,0
2,29,1,0,4,22,5,0
1,7,1,3000,5,0,2,0
2,44,1,6000,76,15,5,0
1,10,1,5000,4,3,4,0
1,36,1,3000,7,5,2,0
1,20,1,1736,21,37,6,0
1,49,1,5000,48,0,4,0
1,39,1,2474,6,2,4,0
2,10,1,6457,9,0,44,0
1,5,1,16000,38,0,15,0
2,32,1,9707,88,0,26,0
1,36,1,7000,27,0,6,0
1,16,1,16000,100,11,15,1
1,6,1,2858,36,8,10,0
2,15,1,6000,8,2,5,0
1,39,1,9000,51,11,8,0
2,32,1,12413,19,0,16,0
1,44,1,6000,5,0,5,0
1,10,1,9000,35,0,8,0
1,44,1,14000,42,0,13,0
2,37,2,1032,19,0,10,0
2,5,1,1156,100,25,7,0
1,36,1,6000,7,0,5,0
1,44,1,752,16,0,2,0
2,41,1,0,10,3,9,0
2,35,1,3000,11,3,2,0
1,10,1,7380,51,5,11,1
2,15,1,5605,23,6,6,0
2,10,2,2734,100,10,7,0
1,4,1,4674,10,0,7,0
1,33,1,15809,9,0,41,0
1,5,1,0,30,0,9,0
1,2,1,0,34,0,3,0
1,18,1,5000,9,0,4,0
2,38,1,4000,18,6,3,0
2,35,1,0,24,0,4,0
1,49,1,3000,7,7,2,0
1,44,1,0,21,49,5,0
2,37,1,9521,39,1,17,0
2,35,1,4759,98,8,10,0
2,11,1,1119,16,0,19,0
2,36,1,4159,26,4,9,0
2,44,1,4000,100,5,3,0
2,32,1,3595,4,0,7,0
1,13,1,5000,4,0,4,0
1,44,1,3474,16,0,8,0
1,15,1,5321,36,0,8,0
2,14,1,8000,15,23,7,0
1,31,1,0,24,15,29,0
2,23,1,6685,24,5,10,0
1,10,1,5000,69,0,4,1
2,20,1,9000,100,0,8,0
1,5,1,5268,36,29,9,0
1,23,1,1505,55,0,7,0
2,46,1,8000,58,0,7,0
1,8,1,8000,10,4,7,0
1,39,1,0,12,0,5,0
1,48,1,2905,12,3,16,0
1,36,1,4834,6,4,5,0
1,35,2,0,20,0,3,0
1,12,1,8043,7,1,11,0
1,11,1,7104,24,0,9,0
2,5,1,7000,26,0,6,0
1,44,2,4000,5,2,3,0
2,6,1,3000,15,0,2,0
2,41,1,4000,6,17,3,0
1,2,1,5086,30,0,7,0
2,10,1,7000,10,13,6,0
1,44,1,7000,51,8,6,0
1,37,1,0,100,0,8,0
1,36,1,7000,25,0,6,0
1,44,1,3000,40,3,2,0
1,10,1,5000,23,0,4,0
1,23,1,11000,19,0,10,0
1,15,1,0,18,0,4,0
1,39,1,4000,51,0,3,0
2,36,1,7852,20,0,10,0
1,44,1,8000,7,0,7,0
1,2,1,8000,100,0,7,1
1,6,1,3652,46,0,8,0
2,5,1,0,14,18,6,0
1,25,1,9622,100,6,14,0
1,39,1,8302,24,0,15,0
1,41,1,11000,56,0,10,0
2,36,1,959,47,9,6,0
1,32,1,10000,7,0,9,0
1,35,1,3000,25,0,2,0
1,10,1,687,20,0,17,0
1,49,1,6325,20,60,7,0
1,4,1,0,25,7,13,0
1,46,1,4,26,14,2,0
1,35,1,9000,18,0,8,0
1,26,1,3000,11,0,2,0
1,11,1,5000,7,0,4,0
2,28,1,3017,33,0,7,0
1,5,1,0,2,0,6,0
2,5,1,8000,45,0,7,0
1,14,1,3656,100,0,21,0
1,18,1,5000,43,8,4,0
2,39,1,4000,18,0,3,0
1,32,1,3323,29,0,3,0
1,7,1,10489,15,0,18,0
2,16,1,9000,44,0,8,0
1,15,1,4000,1,0,3,0
2,10,1,12584,2,0,19,0
1,6,1,4296,29,21,7,0
1,23,1,2894,100,0,25,0
1,46,1,9000,25,0,8,0
2,39,1,6000,45,0,5,0
2,5,1,4000,3,0,3,0
1,7,1,0,14,3,5,0
1,5,1,0,4,16,17,0
2,46,1,12895,9,0,28,0
1,18,1,2830,37,0,5,0
1,11,1,4000,23,6,3,0
1,5,1,8900,66,5,23,1
2,44,1,8000,14,0,7,0
1,35,1,0,6,3,16,0
1,25,1,0,31,0,5,0
1,2,1,6912,40,0,9,0
2,41,1,5000,30,0,4,0
1,34,1,2331,7,10,16,0
1,29,1,7000,11,0,6,0
1,35,1,0,8,0,20,0
1,4,1,2475,18,0,6,0
1,44,1,6903,5,24,31,0
1,2,1,4000,77,0,3,0
2,37,1,0,19,2,8,0
1,23,1,6000,21,10,5,0
2,5,1,8109,1,0,12,0
2,2,1,0,3,0,3,0
2,25,1,3000,12,0,2,0
2,16,1,1835,20,0,5,0
2,50,1,803,15,2,46,0
2,46,1,0,14,3,4,0
1,39,1,10185,32,0,19,0
2,49,1,4550,15,3,7,0
1,10,1,0,69,0,6,0
1,29,1,7937,6,20,22,0
1,15,1,11102,17,0,24,0
2,30,1,4000,49,4,3,0
1,36,1,1268,72,0,11,0
1,44,1,4000,100,0,3,0
2,48,1,8000,100,0,7,1
1,14,1,0,23,0,7,0
1,21,1,6000,99,0,5,0
2,45,1,1450,14,4,5,0
1,38,1,1036,35,0,5,0
1,41,1,232,6,0,7,0
1,24,1,0,27,0,2,0
1,11,1,4051,8,0,6,0
1,44,1,9000,85,0,8,0
1,44,1,5000,4,6,4,0
2,9,1,11590,1,0,23,0
2,29,1,0,34,2,11,0
1,37,1,7000,40,0,6,0
2,44,1,0,17,0,5,0
2,47,1,0,22,13,9,0
2,10,1,5000,22,2,4,0
2,35,1,0,47,4,6,0
2,29,1,3539,26,3,4,0
1,44,1,8018,39,0,9,0
1,28,2,0,11,0,5,0
1,44,1,6000,43,3,5,0
2,5,1,9000,2,4,8,0
1,44,1,7556,79,34,15,0
1,35,1,9000,93,3,8,1
2,5,1,9581,100,15,22,1
1,10,1,2598,20,0,3,0
2,35,1,0,41,1,6,0
1,39,1,3000,11,2,2,0
2,10,1,0,9,0,15,0
1,5,1,3060,8,1,5,0
1,11,1,10660,22,13,32,0
1,25,1,0,36,6,8,0
1,26,1,3000,40,4,2,0
1,38,2,4000,64,0,3,0
1,41,1,9000,58,5,8,0
1,37,2,8000,6,1,7,0
2,16,1,10052,4,0,21,0
1,37,1,3000,53,0,2,0
1,35,1,9733,15,0,23,0
1,15,1,4910,15,0,5,0
2,5,1,9000,35,6,8,0
2,15,1,5813,100,0,12,0
1,35,1,3986,21,0,8,0
2,11,1,5000,100,5,4,0
1,44,1,2192,23,5,2,0
2,10,1,3000,5,0,2,0
1,39,1,0,18,1,4,0
2,20,1,0,13,9,8,0
2,25,1,0,7,6,5,0
1,2,1,0,64,2,20,0
1,44,1,8657,3,13,14,0
1,35,1,5000,2,0,4,0
